Period,Timestamp,load,predicted,Delta (kW),Absolute Error (kW),Squared Error,Error (%)
Apr-25,2025-04-30T23:15:00,0.28,0.274,-0.006,0.006,0.000036,2.21%
Apr-25,2025-04-30T23:30:00,0.28,0.279,-0.001,0.001,0.000001,0.18%
Apr-25,2025-04-30T23:45:00,0.28,0.281,0.001,0.001,0.000001,0.32%
Sep-25,2025-09-01T00:00:00,0.16,0.16,0,0,0,0.29%
Sep-25,2025-09-01T00:15:00,0.16,0.159,-0.001,0.001,0.000001,0.35%
Sep-25,2025-09-01T00:30:00,0.15,0.154,0.004,0.004,0.000016,2.70%
Sep-25,2025-09-01T00:45:00,0.13,0.148,0.018,0.018,0.000324,13.72%
Sep-25,2025-09-01T01:00:00,0.17,0.142,-0.028,0.028,0.000784,16.23%
Sep-25,2025-09-01T01:15:00,0.17,0.153,-0.017,0.017,0.000289,9.93%
Sep-25,2025-09-01T01:30:00,0.16,0.16,0,0,0,0.19%
Sep-25,2025-09-01T01:45:00,0.16,0.16,0,0,0,0.13%
Sep-25,2025-09-01T02:00:00,0.16,0.159,-0.001,0.001,0.000001,0.66%
Sep-25,2025-09-01T02:15:00,0.13,0.154,0.024,0.024,0.000576,18.67%
Sep-25,2025-09-01T02:30:00,0.17,0.142,-0.028,0.028,0.000784,16.73%
Sep-25,2025-09-01T02:45:00,0.17,0.153,-0.017,0.017,0.000289,10.23%
Sep-25,2025-09-01T03:00:00,0.16,0.16,0,0,0,0.05%
Sep-25,2025-09-01T03:15:00,0.16,0.155,-0.005,0.005,0.000025,3.05%
Sep-25,2025-09-01T03:30:00,0.15,0.155,0.005,0.005,0.000025,3.43%
Sep-25,2025-09-01T03:45:00,0.13,0.15,0.02,0.02,0.0004,15.02%
Sep-25,2025-09-01T04:00:00,0.16,0.156,-0.004,0.004,0.000016,2.73%
Sep-25,2025-09-01T04:15:00,0.17,0.162,-0.008,0.008,0.000064,4.95%
Sep-25,2025-09-01T04:30:00,0.17,0.155,-0.015,0.015,0.000225,8.93%
Sep-25,2025-09-01T04:45:00,0.16,0.164,0.004,0.004,0.000016,2.22%
Sep-25,2025-09-01T05:00:00,0.16,0.157,-0.003,0.003,0.000009,1.61%
Sep-25,2025-09-01T05:15:00,0.23,0.166,-0.064,0.064,0.004096,27.90%
Sep-25,2025-09-01T05:30:00,0.27,0.191,-0.079,0.079,0.006241,29.44%
Sep-25,2025-09-01T05:45:00,0.17,0.199,0.029,0.029,0.000841,16.79%
Sep-25,2025-09-01T06:00:00,0.19,0.182,-0.008,0.008,0.000064,4.40%
Sep-25,2025-09-01T06:15:00,0.22,0.175,-0.045,0.045,0.002025,20.48%
Sep-25,2025-09-01T06:30:00,0.21,0.183,-0.027,0.027,0.000729,12.70%
Sep-25,2025-09-01T06:45:00,0.19,0.18,-0.01,0.01,0.0001,5.10%
Sep-25,2025-09-01T07:00:00,0.16,0.167,0.007,0.007,0.000049,4.33%
Sep-25,2025-09-01T07:15:00,0.72,0.471,-0.249,0.249,0.062001,34.56%
Sep-25,2025-09-01T07:30:00,0.83,0.586,-0.244,0.244,0.059536,29.44%
Sep-25,2025-09-01T07:45:00,0.19,0.304,0.114,0.114,0.012996,59.80%
Sep-25,2025-09-01T08:00:00,0.19,0.687,0.497,0.497,0.247009,261.62%
Sep-25,2025-09-01T08:15:00,0.86,1.315,0.455,0.455,0.207025,52.90%
Sep-25,2025-09-01T08:30:00,0.14,0.534,0.394,0.394,0.155236,281.77%
Sep-25,2025-09-01T08:45:00,0.12,0.546,0.426,0.426,0.181476,354.62%
Sep-25,2025-09-01T09:00:00,0.11,0.499,0.389,0.389,0.151321,353.24%
Sep-25,2025-09-01T09:15:00,0.14,0.408,0.268,0.268,0.071824,191.50%
Sep-25,2025-09-01T09:30:00,0.13,0.273,0.143,0.143,0.020449,109.80%
Sep-25,2025-09-01T09:45:00,0.12,0.279,0.159,0.159,0.025281,132.29%
Sep-25,2025-09-01T10:00:00,0.11,0.244,0.134,0.134,0.017956,121.78%
Sep-25,2025-09-01T10:15:00,0.09,0.198,0.108,0.108,0.011664,120.10%
Sep-25,2025-09-01T10:30:00,0.08,0.181,0.101,0.101,0.010201,126.64%
Sep-25,2025-09-01T10:45:00,0.1,0.19,0.09,0.09,0.0081,90.25%
Sep-25,2025-09-01T11:00:00,0.13,0.211,0.081,0.081,0.006561,62.63%
Sep-25,2025-09-01T11:15:00,0.12,0.24,0.12,0.12,0.0144,99.79%
Sep-25,2025-09-01T11:30:00,0.12,0.225,0.105,0.105,0.011025,87.54%
Sep-25,2025-09-01T11:45:00,0.1,0.227,0.127,0.127,0.016129,126.52%
Sep-25,2025-09-01T12:00:00,0.08,0.233,0.153,0.153,0.023409,191.67%
Sep-25,2025-09-01T12:15:00,0.09,0.265,0.175,0.175,0.030625,194.53%
Sep-25,2025-09-01T12:30:00,0.13,0.262,0.132,0.132,0.017424,101.59%
Sep-25,2025-09-01T12:45:00,0.12,0.242,0.122,0.122,0.014884,101.55%
Sep-25,2025-09-01T13:00:00,0.11,0.243,0.133,0.133,0.017689,120.84%
Sep-25,2025-09-01T13:15:00,0.1,0.233,0.133,0.133,0.017689,133.36%
Sep-25,2025-09-01T13:30:00,0.08,0.26,0.18,0.18,0.0324,224.47%
Sep-25,2025-09-01T13:45:00,0.07,0.229,0.159,0.159,0.025281,227.32%
Sep-25,2025-09-01T14:00:00,0.12,0.17,0.05,0.05,0.0025,42.08%
Sep-25,2025-09-01T14:15:00,0.26,0.181,-0.079,0.079,0.006241,30.53%
Sep-25,2025-09-01T14:30:00,0.98,0.69,-0.29,0.29,0.0841,29.62%
Sep-25,2025-09-01T14:45:00,0.54,0.674,0.134,0.134,0.017956,24.78%
Sep-25,2025-09-01T15:00:00,0.33,0.532,0.202,0.202,0.040804,61.31%
Sep-25,2025-09-01T15:15:00,0.26,0.476,0.216,0.216,0.046656,83.15%
Sep-25,2025-09-01T15:30:00,0.26,0.492,0.232,0.232,0.053824,89.38%
Sep-25,2025-09-01T15:45:00,0.23,0.502,0.272,0.272,0.073984,118.10%
Sep-25,2025-09-01T16:00:00,0.45,0.293,-0.157,0.157,0.024649,34.90%
Sep-25,2025-09-01T16:15:00,0.41,0.411,0.001,0.001,0.000001,0.29%
Sep-25,2025-09-01T16:30:00,0.3,0.427,0.127,0.127,0.016129,42.46%
Sep-25,2025-09-01T16:45:00,0.15,0.348,0.198,0.198,0.039204,132.28%
Sep-25,2025-09-01T17:00:00,0.12,0.353,0.233,0.233,0.054289,194.19%
Sep-25,2025-09-01T17:15:00,0.12,0.233,0.113,0.113,0.012769,94%
Sep-25,2025-09-01T17:30:00,0.15,0.216,0.066,0.066,0.004356,43.76%
Sep-25,2025-09-01T17:45:00,0.11,0.16,0.05,0.05,0.0025,45.33%
Sep-25,2025-09-01T18:00:00,0.11,0.159,0.049,0.049,0.002401,44.80%
Sep-25,2025-09-01T18:15:00,0.13,0.122,-0.008,0.008,0.000064,5.95%
Sep-25,2025-09-01T18:30:00,0.15,0.133,-0.017,0.017,0.000289,11.16%
Sep-25,2025-09-01T18:45:00,0.18,0.164,-0.016,0.016,0.000256,9.07%
Sep-25,2025-09-01T19:00:00,0.17,0.167,-0.003,0.003,0.000009,1.52%
Sep-25,2025-09-01T19:15:00,0.17,0.16,-0.01,0.01,0.0001,5.67%
Sep-25,2025-09-01T19:30:00,0.16,0.166,0.006,0.006,0.000036,3.58%
Sep-25,2025-09-01T19:45:00,0.15,0.151,0.001,0.001,0.000001,0.94%
Sep-25,2025-09-01T20:00:00,0.15,0.152,0.002,0.002,0.000004,1.51%
Sep-25,2025-09-01T20:15:00,0.18,0.171,-0.009,0.009,0.000081,4.99%
Sep-25,2025-09-01T20:30:00,0.18,0.178,-0.002,0.002,0.000004,1.17%
Sep-25,2025-09-01T20:45:00,0.17,0.176,0.006,0.006,0.000036,3.24%
Sep-25,2025-09-01T21:00:00,0.17,0.172,0.002,0.002,0.000004,1.13%
Sep-25,2025-09-01T21:15:00,0.15,0.161,0.011,0.011,0.000121,7.59%
Sep-25,2025-09-01T21:30:00,0.12,0.151,0.031,0.031,0.000961,25.67%
Sep-25,2025-09-01T21:45:00,0.16,0.149,-0.011,0.011,0.000121,6.77%
Sep-25,2025-09-01T22:00:00,0.16,0.165,0.005,0.005,0.000025,2.94%
Sep-25,2025-09-01T22:15:00,0.15,0.156,0.006,0.006,0.000036,3.82%
Sep-25,2025-09-01T22:30:00,0.15,0.154,0.004,0.004,0.000016,2.90%
Sep-25,2025-09-01T22:45:00,0.15,0.154,0.004,0.004,0.000016,2.81%
Sep-25,2025-09-01T23:00:00,0.12,0.148,0.028,0.028,0.000784,23.20%
Sep-25,2025-09-01T23:15:00,0.45,0.323,-0.127,0.127,0.016129,28.27%
Sep-25,2025-09-01T23:30:00,0.65,0.602,-0.048,0.048,0.002304,7.40%
Sep-25,2025-09-01T23:45:00,0.64,0.608,-0.032,0.032,0.001024,5.01%
Sep-25,2025-09-02T00:00:00,0.63,0.636,0.006,0.006,0.000036,1.03%
Sep-25,2025-09-02T00:15:00,0.26,0.327,0.067,0.067,0.004489,25.83%
Sep-25,2025-09-02T00:30:00,0.23,0.255,0.025,0.025,0.000625,10.71%
Sep-25,2025-09-02T00:45:00,0.25,0.246,-0.004,0.004,0.000016,1.80%
Sep-25,2025-09-02T01:00:00,0.28,0.284,0.004,0.004,0.000016,1.26%
Sep-25,2025-09-02T01:15:00,0.27,0.257,-0.013,0.013,0.000169,4.81%
Sep-25,2025-09-02T01:30:00,0.27,0.248,-0.022,0.022,0.000484,8.17%
Sep-25,2025-09-02T01:45:00,0.26,0.248,-0.012,0.012,0.000144,4.69%
Sep-25,2025-09-02T02:00:00,0.24,0.244,0.004,0.004,0.000016,1.77%
Sep-25,2025-09-02T02:15:00,0.24,0.223,-0.017,0.017,0.000289,7.14%
Sep-25,2025-09-02T02:30:00,0.28,0.256,-0.024,0.024,0.000576,8.44%
Sep-25,2025-09-02T02:45:00,0.27,0.252,-0.018,0.018,0.000324,6.59%
Sep-25,2025-09-02T03:00:00,0.26,0.243,-0.017,0.017,0.000289,6.42%
Sep-25,2025-09-02T03:15:00,0.26,0.243,-0.017,0.017,0.000289,6.42%
Sep-25,2025-09-02T03:30:00,0.25,0.236,-0.014,0.014,0.000196,5.45%
Sep-25,2025-09-02T03:45:00,0.23,0.225,-0.005,0.005,0.000025,2.03%
Sep-25,2025-09-02T04:00:00,0.31,0.274,-0.036,0.036,0.001296,11.71%
Sep-25,2025-09-02T04:15:00,0.37,0.325,-0.045,0.045,0.002025,12.05%
Sep-25,2025-09-02T04:30:00,0.54,0.526,-0.014,0.014,0.000196,2.59%
Sep-25,2025-09-02T04:45:00,0.35,0.372,0.022,0.022,0.000484,6.42%
Sep-25,2025-09-02T05:00:00,0.26,0.315,0.055,0.055,0.003025,21.28%
Sep-25,2025-09-02T05:15:00,0.23,0.265,0.035,0.035,0.001225,15.10%
Sep-25,2025-09-02T05:30:00,0.26,0.263,0.003,0.003,0.000009,1.12%
Sep-25,2025-09-02T05:45:00,0.27,0.276,0.006,0.006,0.000036,2.28%
Sep-25,2025-09-02T06:00:00,0.26,0.255,-0.005,0.005,0.000025,2%
Sep-25,2025-09-02T06:15:00,0.26,0.253,-0.007,0.007,0.000049,2.86%
Sep-25,2025-09-02T06:30:00,0.26,0.252,-0.008,0.008,0.000064,3.21%
Sep-25,2025-09-02T06:45:00,0.23,0.244,0.014,0.014,0.000196,6.21%
Sep-25,2025-09-02T07:00:00,0.24,0.256,0.016,0.016,0.000256,6.55%
Sep-25,2025-09-02T07:15:00,0.25,0.25,0,0,0,0.19%
Sep-25,2025-09-02T07:30:00,0.22,0.265,0.045,0.045,0.002025,20.28%
Sep-25,2025-09-02T07:45:00,0.22,0.26,0.04,0.04,0.0016,18.40%
Sep-25,2025-09-02T08:00:00,0.21,0.246,0.036,0.036,0.001296,17.32%
Sep-25,2025-09-02T08:15:00,0.21,0.247,0.037,0.037,0.001369,17.53%
Sep-25,2025-09-02T08:30:00,0.19,0.191,0.001,0.001,0.000001,0.69%
Sep-25,2025-09-02T08:45:00,0.23,0.214,-0.016,0.016,0.000256,7.06%
Sep-25,2025-09-02T09:00:00,0.27,0.217,-0.053,0.053,0.002809,19.68%
Sep-25,2025-09-02T09:15:00,0.26,0.27,0.01,0.01,0.0001,3.72%
Sep-25,2025-09-02T09:30:00,0.21,0.216,0.006,0.006,0.000036,3%
Sep-25,2025-09-02T09:45:00,0.2,0.21,0.01,0.01,0.0001,4.77%
Sep-25,2025-09-02T10:00:00,0.18,0.223,0.043,0.043,0.001849,24.11%
Sep-25,2025-09-02T10:15:00,0.21,0.211,0.001,0.001,0.000001,0.59%
Sep-25,2025-09-02T10:30:00,0.23,0.193,-0.037,0.037,0.001369,16.11%
Sep-25,2025-09-02T10:45:00,0.22,0.2,-0.02,0.02,0.0004,9.01%
Sep-25,2025-09-02T11:00:00,0.21,0.215,0.005,0.005,0.000025,2.33%
Sep-25,2025-09-02T11:15:00,0.21,0.151,-0.059,0.059,0.003481,27.87%
Sep-25,2025-09-02T11:30:00,0.18,0.17,-0.01,0.01,0.0001,5.43%
Sep-25,2025-09-02T11:45:00,0.21,0.217,0.007,0.007,0.000049,3.44%
Sep-25,2025-09-02T12:00:00,0.23,0.163,-0.067,0.067,0.004489,29.10%
Sep-25,2025-09-02T12:15:00,0.22,0.154,-0.066,0.066,0.004356,30.07%
Sep-25,2025-09-02T12:30:00,0.22,0.162,-0.058,0.058,0.003364,26.38%
Sep-25,2025-09-02T12:45:00,0.22,0.149,-0.071,0.071,0.005041,32.09%
Sep-25,2025-09-02T13:00:00,0.19,0.13,-0.06,0.06,0.0036,31.52%
Sep-25,2025-09-02T13:15:00,0.4,0.149,-0.251,0.251,0.063001,62.63%
Sep-25,2025-09-02T13:30:00,1.34,0.661,-0.679,0.679,0.461041,50.70%
Sep-25,2025-09-02T13:45:00,1.63,0.881,-0.749,0.749,0.561001,45.93%
Sep-25,2025-09-02T14:00:00,2.09,0.916,-1.174,1.174,1.378276,56.16%
Sep-25,2025-09-02T14:15:00,2.2,1.079,-1.121,1.121,1.256641,50.96%
Sep-25,2025-09-02T14:30:00,2.54,1.611,-0.929,0.929,0.863041,36.57%
Sep-25,2025-09-02T14:45:00,2.68,1.677,-1.003,1.003,1.006009,37.42%
Sep-25,2025-09-02T15:00:00,2.68,2.007,-0.673,0.673,0.452929,25.10%
Sep-25,2025-09-02T15:15:00,3.39,1.817,-1.573,1.573,2.474329,46.41%
Sep-25,2025-09-02T15:30:00,2.15,2.359,0.209,0.209,0.043681,9.72%
Sep-25,2025-09-02T15:45:00,2.5,1.885,-0.615,0.615,0.378225,24.58%
Sep-25,2025-09-02T16:00:00,3.47,1.748,-1.722,1.722,2.965284,49.62%
Sep-25,2025-09-02T16:15:00,2.88,2.177,-0.703,0.703,0.494209,24.41%
Sep-25,2025-09-02T16:30:00,2.64,1.857,-0.783,0.783,0.613089,29.67%
Sep-25,2025-09-02T16:45:00,2.32,1.847,-0.473,0.473,0.223729,20.40%
Sep-25,2025-09-02T17:00:00,0.31,0.763,0.453,0.453,0.205209,145.98%
Sep-25,2025-09-02T17:15:00,0.31,0.576,0.266,0.266,0.070756,85.70%
Sep-25,2025-09-02T17:30:00,0.39,0.473,0.083,0.083,0.006889,21.16%
Sep-25,2025-09-02T17:45:00,0.34,0.475,0.135,0.135,0.018225,39.61%
Sep-25,2025-09-02T18:00:00,0.37,0.515,0.145,0.145,0.021025,39.21%
Sep-25,2025-09-02T18:15:00,0.27,0.323,0.053,0.053,0.002809,19.80%
Sep-25,2025-09-02T18:30:00,0.23,0.274,0.044,0.044,0.001936,19.08%
Sep-25,2025-09-02T18:45:00,0.2,0.255,0.055,0.055,0.003025,27.29%
Sep-25,2025-09-02T19:00:00,0.22,0.319,0.099,0.099,0.009801,44.96%
Sep-25,2025-09-02T19:15:00,0.19,0.242,0.052,0.052,0.002704,27.16%
Sep-25,2025-09-02T19:30:00,0.24,0.238,-0.002,0.002,0.000004,0.92%
Sep-25,2025-09-02T19:45:00,1.34,1.326,-0.014,0.014,0.000196,1.04%
Sep-25,2025-09-02T20:00:00,1.38,1.432,0.052,0.052,0.002704,3.80%
Sep-25,2025-09-02T20:15:00,0.66,0.644,-0.016,0.016,0.000256,2.41%
Sep-25,2025-09-02T20:30:00,1.18,1.181,0.001,0.001,0.000001,0.09%
Sep-25,2025-09-02T20:45:00,0.48,0.46,-0.02,0.02,0.0004,4.21%
Sep-25,2025-09-02T21:00:00,1.24,1.184,-0.056,0.056,0.003136,4.53%
Sep-25,2025-09-02T21:15:00,1.3,1.315,0.015,0.015,0.000225,1.13%
Sep-25,2025-09-02T21:30:00,2.12,2.037,-0.083,0.083,0.006889,3.90%
Sep-25,2025-09-02T21:45:00,2.74,2.717,-0.023,0.023,0.000529,0.83%
Sep-25,2025-09-02T22:00:00,0.7,0.69,-0.01,0.01,0.0001,1.36%
Sep-25,2025-09-02T22:15:00,0.63,0.605,-0.025,0.025,0.000625,4.04%
Sep-25,2025-09-02T22:30:00,0.68,0.621,-0.059,0.059,0.003481,8.69%
Sep-25,2025-09-02T22:45:00,0.7,0.688,-0.012,0.012,0.000144,1.64%
Sep-25,2025-09-02T23:00:00,0.51,0.509,-0.001,0.001,0.000001,0.27%
Sep-25,2025-09-02T23:15:00,0.59,0.574,-0.016,0.016,0.000256,2.66%
Sep-25,2025-09-02T23:30:00,2.19,2.195,0.005,0.005,0.000025,0.24%
Sep-25,2025-09-02T23:45:00,0.65,0.642,-0.008,0.008,0.000064,1.20%
Sep-25,2025-09-03T00:00:00,0.6,0.628,0.028,0.028,0.000784,4.71%
Sep-25,2025-09-03T00:15:00,0.37,0.391,0.021,0.021,0.000441,5.71%
Sep-25,2025-09-03T00:30:00,0.29,0.309,0.019,0.019,0.000361,6.51%
Sep-25,2025-09-03T00:45:00,0.33,0.324,-0.006,0.006,0.000036,1.80%
Sep-25,2025-09-03T01:00:00,0.37,0.343,-0.027,0.027,0.000729,7.31%
Sep-25,2025-09-03T01:15:00,0.36,0.357,-0.003,0.003,0.000009,0.80%
Sep-25,2025-09-03T01:30:00,0.36,0.362,0.002,0.002,0.000004,0.49%
Sep-25,2025-09-03T01:45:00,0.32,0.338,0.018,0.018,0.000324,5.57%
Sep-25,2025-09-03T02:00:00,0.28,0.301,0.021,0.021,0.000441,7.34%
Sep-25,2025-09-03T02:15:00,0.28,0.286,0.006,0.006,0.000036,2.18%
Sep-25,2025-09-03T02:30:00,0.31,0.307,-0.003,0.003,0.000009,1.06%
Sep-25,2025-09-03T02:45:00,0.29,0.299,0.009,0.009,0.000081,3.02%
Sep-25,2025-09-03T03:00:00,0.33,0.315,-0.015,0.015,0.000225,4.41%
Sep-25,2025-09-03T03:15:00,0.32,0.335,0.015,0.015,0.000225,4.54%
Sep-25,2025-09-03T03:30:00,0.33,0.322,-0.008,0.008,0.000064,2.32%
Sep-25,2025-09-03T03:45:00,0.32,0.334,0.014,0.014,0.000196,4.44%
Sep-25,2025-09-03T04:00:00,0.31,0.314,0.004,0.004,0.000016,1.42%
Sep-25,2025-09-03T04:15:00,0.29,0.299,0.009,0.009,0.000081,3.05%
Sep-25,2025-09-03T04:30:00,0.28,0.287,0.007,0.007,0.000049,2.66%
Sep-25,2025-09-03T04:45:00,0.32,0.316,-0.004,0.004,0.000016,1.35%
Sep-25,2025-09-03T05:00:00,0.37,0.336,-0.034,0.034,0.001156,9.22%
Sep-25,2025-09-03T05:15:00,1.79,1.817,0.027,0.027,0.000729,1.49%
Sep-25,2025-09-03T05:30:00,0.37,0.337,-0.033,0.033,0.001089,8.85%
Sep-25,2025-09-03T05:45:00,1.73,1.692,-0.038,0.038,0.001444,2.20%
Sep-25,2025-09-03T06:00:00,0.38,0.335,-0.045,0.045,0.002025,11.73%
Sep-25,2025-09-03T06:15:00,0.3,0.312,0.012,0.012,0.000144,3.98%
Sep-25,2025-09-03T06:30:00,1,0.929,-0.071,0.071,0.005041,7.11%
Sep-25,2025-09-03T06:45:00,0.32,0.324,0.004,0.004,0.000016,1.11%
Sep-25,2025-09-03T07:00:00,0.33,0.323,-0.007,0.007,0.000049,1.98%
Sep-25,2025-09-03T07:15:00,0.46,0.335,-0.125,0.125,0.015625,27.26%
Sep-25,2025-09-03T07:30:00,0.36,0.323,-0.037,0.037,0.001369,10.35%
Sep-25,2025-09-03T07:45:00,1.26,0.933,-0.327,0.327,0.106929,25.91%
Sep-25,2025-09-03T08:00:00,0.59,0.389,-0.201,0.201,0.040401,34.02%
Sep-25,2025-09-03T08:15:00,0.48,0.49,0.01,0.01,0.0001,2.05%
Sep-25,2025-09-03T08:30:00,1.09,0.821,-0.269,0.269,0.072361,24.66%
Sep-25,2025-09-03T08:45:00,1.06,0.776,-0.284,0.284,0.080656,26.77%
Sep-25,2025-09-03T09:00:00,0.29,0.428,0.138,0.138,0.019044,47.54%
Sep-25,2025-09-03T09:15:00,0.25,0.527,0.277,0.277,0.076729,110.98%
Sep-25,2025-09-03T09:30:00,0.23,0.281,0.051,0.051,0.002601,22.36%
Sep-25,2025-09-03T09:45:00,0.21,0.215,0.005,0.005,0.000025,2.56%
Sep-25,2025-09-03T10:00:00,0.22,0.349,0.129,0.129,0.016641,58.61%
Sep-25,2025-09-03T10:15:00,0.19,0.224,0.034,0.034,0.001156,17.88%
Sep-25,2025-09-03T10:30:00,0.21,0.25,0.04,0.04,0.0016,18.91%
Sep-25,2025-09-03T10:45:00,1.12,0.351,-0.769,0.769,0.591361,68.63%
Sep-25,2025-09-03T11:00:00,3.39,2.13,-1.26,1.26,1.5876,37.17%
Sep-25,2025-09-03T11:15:00,4.3,2.795,-1.505,1.505,2.265025,35.01%
Sep-25,2025-09-03T11:30:00,3.77,3.689,-0.081,0.081,0.006561,2.16%
Sep-25,2025-09-03T11:45:00,4.29,3.671,-0.619,0.619,0.383161,14.43%
Sep-25,2025-09-03T12:00:00,5.32,4.18,-1.14,1.14,1.2996,21.44%
Sep-25,2025-09-03T12:15:00,5.05,4.095,-0.955,0.955,0.912025,18.90%
Sep-25,2025-09-03T12:30:00,5.25,4.565,-0.685,0.685,0.469225,13.05%
Sep-25,2025-09-03T12:45:00,5.24,4.696,-0.544,0.544,0.295936,10.37%
Sep-25,2025-09-03T13:00:00,4.95,4.2,-0.75,0.75,0.5625,15.15%
Sep-25,2025-09-03T13:15:00,4.9,5.03,0.13,0.13,0.0169,2.65%
Sep-25,2025-09-03T13:30:00,4.54,4.999,0.459,0.459,0.210681,10.11%
Sep-25,2025-09-03T13:45:00,4.16,4.697,0.537,0.537,0.288369,12.90%
Sep-25,2025-09-03T14:00:00,3.69,4.096,0.406,0.406,0.164836,11%
Sep-25,2025-09-03T14:15:00,2.62,4.033,1.413,1.413,1.996569,53.93%
Sep-25,2025-09-03T14:30:00,3.69,3.16,-0.53,0.53,0.2809,14.36%
Sep-25,2025-09-03T14:45:00,2.85,3.338,0.488,0.488,0.238144,17.14%
Sep-25,2025-09-03T15:00:00,2.44,3.104,0.664,0.664,0.440896,27.21%
Sep-25,2025-09-03T15:15:00,4.66,2.747,-1.913,1.913,3.659569,41.04%
Sep-25,2025-09-03T15:30:00,2.65,4.176,1.526,1.526,2.328676,57.60%
Sep-25,2025-09-03T15:45:00,2.36,2.631,0.271,0.271,0.073441,11.49%
Sep-25,2025-09-03T16:00:00,2.38,2.25,-0.13,0.13,0.0169,5.44%
Sep-25,2025-09-03T16:15:00,2.45,2.074,-0.376,0.376,0.141376,15.34%
Sep-25,2025-09-03T16:30:00,2.14,2.088,-0.052,0.052,0.002704,2.42%
Sep-25,2025-09-03T16:45:00,1.74,1.913,0.173,0.173,0.029929,9.93%
Sep-25,2025-09-03T17:00:00,0.96,1.655,0.695,0.695,0.483025,72.42%
Sep-25,2025-09-03T17:15:00,0.34,1.088,0.748,0.748,0.559504,219.92%
Sep-25,2025-09-03T17:30:00,0.23,0.615,0.385,0.385,0.148225,167.49%
Sep-25,2025-09-03T17:45:00,0.24,0.527,0.287,0.287,0.082369,119.62%
Sep-25,2025-09-03T18:00:00,0.22,0.398,0.178,0.178,0.031684,80.91%
Sep-25,2025-09-03T18:15:00,1.07,1.247,0.177,0.177,0.031329,16.52%
Sep-25,2025-09-03T18:30:00,0.8,0.805,0.005,0.005,0.000025,0.57%
Sep-25,2025-09-03T18:45:00,0.25,0.405,0.155,0.155,0.024025,62.02%
Sep-25,2025-09-03T19:00:00,1.18,1.178,-0.002,0.002,0.000004,0.17%
Sep-25,2025-09-03T19:15:00,1.36,1.337,-0.023,0.023,0.000529,1.73%
Sep-25,2025-09-03T19:30:00,0.93,0.975,0.045,0.045,0.002025,4.79%
Sep-25,2025-09-03T19:45:00,1.08,1.017,-0.063,0.063,0.003969,5.87%
Sep-25,2025-09-03T20:00:00,0.69,0.662,-0.028,0.028,0.000784,4%
Sep-25,2025-09-03T20:15:00,0.62,0.63,0.01,0.01,0.0001,1.58%
Sep-25,2025-09-03T20:30:00,0.54,0.555,0.015,0.015,0.000225,2.78%
Sep-25,2025-09-03T20:45:00,0.53,0.534,0.004,0.004,0.000016,0.68%
Sep-25,2025-09-03T21:00:00,0.76,0.707,-0.053,0.053,0.002809,7.02%
Sep-25,2025-09-03T21:15:00,0.65,0.658,0.008,0.008,0.000064,1.24%
Sep-25,2025-09-03T21:30:00,0.67,0.683,0.013,0.013,0.000169,1.91%
Sep-25,2025-09-03T21:45:00,1.36,1.361,0.001,0.001,0.000001,0.05%
Sep-25,2025-09-03T22:00:00,0.66,0.658,-0.002,0.002,0.000004,0.34%
Sep-25,2025-09-03T22:15:00,0.67,0.649,-0.021,0.021,0.000441,3.17%
Sep-25,2025-09-03T22:30:00,0.62,0.619,-0.001,0.001,0.000001,0.14%
Sep-25,2025-09-03T22:45:00,0.63,0.642,0.012,0.012,0.000144,1.84%
Sep-25,2025-09-03T23:00:00,1.48,1.406,-0.074,0.074,0.005476,5.01%
Sep-25,2025-09-03T23:15:00,0.84,0.8,-0.04,0.04,0.0016,4.78%
Sep-25,2025-09-03T23:30:00,0.62,0.607,-0.013,0.013,0.000169,2.18%
Sep-25,2025-09-03T23:45:00,0.85,0.788,-0.062,0.062,0.003844,7.30%
Sep-25,2025-09-04T00:00:00,0.97,0.957,-0.013,0.013,0.000169,1.36%
Sep-25,2025-09-04T00:15:00,0.26,0.286,0.026,0.026,0.000676,9.81%
Sep-25,2025-09-04T00:30:00,0.29,0.288,-0.002,0.002,0.000004,0.74%
Sep-25,2025-09-04T00:45:00,0.31,0.298,-0.012,0.012,0.000144,3.95%
Sep-25,2025-09-04T01:00:00,0.3,0.31,0.01,0.01,0.0001,3.37%
Sep-25,2025-09-04T01:15:00,0.29,0.294,0.004,0.004,0.000016,1.40%
Sep-25,2025-09-04T01:30:00,0.27,0.275,0.005,0.005,0.000025,1.94%
Sep-25,2025-09-04T01:45:00,0.25,0.252,0.002,0.002,0.000004,0.72%
Sep-25,2025-09-04T02:00:00,0.28,0.274,-0.006,0.006,0.000036,2.07%
Sep-25,2025-09-04T02:15:00,0.3,0.293,-0.007,0.007,0.000049,2.35%
Sep-25,2025-09-04T02:30:00,0.29,0.29,0,0,0,0.11%
Sep-25,2025-09-04T02:45:00,0.28,0.279,-0.001,0.001,0.000001,0.33%
Sep-25,2025-09-04T03:00:00,0.29,0.282,-0.008,0.008,0.000064,2.79%
Sep-25,2025-09-04T03:15:00,0.26,0.267,0.007,0.007,0.000049,2.83%
Sep-25,2025-09-04T03:30:00,0.29,0.285,-0.005,0.005,0.000025,1.87%
Sep-25,2025-09-04T03:45:00,0.35,0.326,-0.024,0.024,0.000576,6.74%
Sep-25,2025-09-04T04:00:00,1.1,1.212,0.112,0.112,0.012544,10.19%
